,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,52.28,153.28,151.8,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,0.75
3936,46.96295186,94.17875288,98.00751866,2,9,11,23,141.12,149.48,0.001535390354,0.3696094627,3.86E-01,3,7,7,-1,2,4,98,7,,,,,0.65,,99.35728016,21,136.7345813,99.35728016,6,-15,0.7
3942,46.97081202,94.20162601,98.01586106,2,9,11,31.92,141.24,148.6,0.07539032901,0.3361618569,4.27E-01,3,7,7,-1,2,4,98,7,,,,,0.65,,99.35948324,21,151.2,99.35948324,7,-14,0.7
3948,46.99164673,94.22162147,98.02158622,2,8,11,41.2,143.28,149.04,0.3782230496,0.4223098142,3.81E-01,4,7,7,-2,1,4,98,7,,,,,0.65,,99.36244617,21,150.7208161,99.36244617,7,-14,0.7
3954,47.04590535,94.23890973,98.02957355,2,8,11,48.84,143.88,150.72,0.460749232,0.4757795569,4.00E-01,5,7,7,-3,1,4,98,7,,,,,0.65,,99.36441562,21,143.4792225,99.36441562,7,-14,0.7
3960,46.92439676,94.256481,98.03166461,2,8,11,46.4,138.56,147.64,0.6776658197,0.4393434864,4.02E-01,5,7,7,-3,1,4,98,7,,,,,0.65,,99.36545126,21,127.28,99.36545126,6,-15,0.7
3966,46.8702619,94.26210252,98.03096691,2,8,11,37.32,108.92,127.24,0.836135193,0.4515461372,4.15E-01,4,5,6,-2,3,5,98,7,,,,,0.65,,99.36654979,21,108.4,99.36654979,5,-16,0.7
3972,46.80042431,94.26134097,98.03126179,2,8,11,32.12,67.08,86.96,0.836135193,0.3851483744,3.79E-01,3,4,4,-1,4,7,98,7,,,,,0.65,,99.36757762,21,89.92,99.36757762,4,-17,0.7
3978,46.72998742,94.26403023,98.03246604,2,8,11,28,39.72,49.36,0.5986642822,0.3236814806,2.91E-01,3,2,3,-1,6,8,98,7,,,,,0.65,,99.36851149,21,75.08050406,99.36851149,4,-17,0.7
3984,46.66577895,94.26896012,98.03515653,2,8,11,28.85,22,24.32,0.4683319873,0.2316180232,1.96E-01,3,1,2,-1,7,9,98,7,,,,,0.65,,99.3695459,21,71.96,99.3695459,4,-17,0.7
3990,46.53911519,94.27403237,98.03674738,1,8,11,26.4,24.04,19.28,0.8989465879,0.1147848426,1.25E-01,3,2,1,-2,6,10,98,7,,,,,0.65,,99.37020833,21,67.11762,99.37020833,3,-18,0.7
3996,46.44261102,94.28263156,98.03799103,1,8,11,23.12,35.8,27.16,0.9964772083,0.09479002964,5.43E-02,3,2,2,-2,6,9,98,7,,,,,0.65,,99.37063191,21,55.68,99.37063191,3,-18,0.7
4002,46.46051674,94.28838623,98.0398477,1,8,11,19.68,43.28,36.04,0.9750739895,0.104253418,6.33E-02,2,2,2,-1,6,9,98,7,,,,,0.65,,99.37056408,21,40.52,99.37056408,2,-19,0.7
4008,46.46202625,94.29490376,98.04126039,1,7,11,11.64,43.84,38.32,0.9503192038,0.1440120537,7.68E-02,2,2,2,-1,5,9,98,7,,,,,0.65,,99.37104251,20,21.56,99.37104251,1,-19,0.7
4014,46.58184919,94.29974753,98.04305066,1,7,11,12.12,43.92,38.08,0.7221581221,0.1468830905,9.55E-02,2,2,2,-1,5,9,98,7,,,,,0.65,,99.37110619,20,9.04,99.37110619,1,-19,0.7
4020,46.67433289,94.30056726,98.04318851,1,7,11,16.52,35.84,32.2,0.5953221857,0.1532584876,8.57E-02,2,2,2,-1,5,9,98,7,,,,,0.65,,99.37101179,20,2.16,99.37101179,1,-19,0.7
4026,46.73382111,94.30216303,98.04372822,2,7,11,21.03401,24.92,26.32,0.3269085157,0.1454846577,8.78E-02,2,2,2,0,5,9,98,7,,,,,0.65,,99.37103873,20,0,99.37103873,0,-20,0.7
4032,46.9199775,94.30194713,98.04779694,2,7,11,31.77964,12.76,22.4,0.4254882361,0.1147204847,7.51E-02,3,1,1,-1,6,10,98,7,,,,,0.65,,99.37089606,20,0,99.37089606,0,-20,0.7
4038,47.05637296,94.30213571,98.05332922,2,7,11,37.968064,3.44,35.76,0.3922682282,0.09293113383,6.68E-02,4,1,2,-2,6,9,98,7,,,,,0.65,,99.37069864,20,0,99.37069864,0,-20,0.7
4044,47.24262289,94.3013331,98.06143265,2,7,11,37.484024,0,61.76,0.4060047817,0.03916789058,9.78E-02,4,0,3,-2,7,8,98,7,,,,,0.65,,99.37175926,19,20.4,99.37175926,1,-18,0.7
4050,47.36102137,94.30053755,98.06690435,2,7,11,40.32,0,99.36,0.5176480084,0.01071834428,1.19E-01,4,0,5,-2,7,6,98,7,,,,,0.65,,99.37371886,19,52.32,99.37371886,3,-16,0.7
4056,47.38743497,94.30212709,98.07377601,2,7,11,33.24,0,124.2,0.5893229649,0.002619620917,2.27E-01,3,0,6,-1,7,5,98,7,,,,,0.65,,99.3755757,19,82.08,99.3755757,4,-15,0.7
4062,47.42908436,94.30192483,98.08096967,2,7,11,26,0,146,0.5509522343,0.00198986197,3.40E-01,3,0,7,-1,7,4,98,7,,,,,0.65,,99.37636556,19,95.4,99.37636556,5,-14,0.7
4068,47.46218151,94.30210265,98.08704029,2,7,11,26.04,0,149,0.4387351775,0.00361937119,3.44E-01,3,0,7,-1,7,4,98,7,,,,,0.65,,99.37732394,19,89.44,99.37732394,4,-15,0.7
4074,47.54599953,94.3013006,98.09384877,2,7,11,29.72,0,150.72,0.4034208122,0.00336185554,3.82E-01,3,0,7,-1,7,4,98,7,,,,,0.65,,99.37744361,19,56.92047368,99.37744361,3,-16,0.7
4080,47.57128482,94.29978506,98.09464821,2,6,11,38.36,0,144.32,0.2693762664,0.003747037198,3.63E-01,4,0,7,-2,6,4,98,7,,,,,0.65,,99.37732844,19,25.92,99.37732844,2,-17,0.7
4086,47.5798554,94.30183957,98.09398902,2,6,11,44.92,0,115.92,0.5682418142,0.001731288745,3.76E-01,5,0,6,-3,6,5,98,7,,,,,0.65,,99.37737623,19,9.953256667,99.37737623,1,-18,0.7
4092,47.5302909,94.30212882,98.09390207,2,6,11,46.8,0,73.16,0.5054933389,0.001776905511,3.10E-01,5,0,4,-3,6,7,98,7,,,,,0.65,,99.37722896,19,1.44,99.37722896,1,-18,0.7
4098,47.5356353,94.30217439,98.09428492,2,6,11,45.24,0,36.32,0.6819256025,0.001818450148,2.53E-01,5,0,2,-3,6,9,98,7,,,,,0.65,,99.37705399,19,0,99.37705399,0,-19,0.7
4104,47.59157885,94.30125241,98.09451711,2,6,11,43.04,0,5.24,0.6780680532,0.001676284557,1.61E-01,4,0,1,-2,6,10,98,7,,,,,0.65,,99.37711158,19,0,99.37711158,0,-19,0.7
4110,47.573264,94.30029583,98.09456821,2,6,11,40.6,1.24,0,0.7720881173,0.001495631916,7.17E-02,4,1,0,-2,5,11,98,7,,,,,0.65,,99.37699099,19,0,99.37699099,0,-19,0.7
4116,47.51495228,94.30600184,98.09433473,2,6,11,34.4,8.04,0,0.7384891584,0.005398390374,2.01E-02,4,1,0,-2,5,11,98,7,,,,,0.65,,99.37701877,19,0,99.37701877,0,-19,0.7
4122,47.50942166,94.31735012,98.09897172,2,6,11,21.72,29,3.12,0.5558696593,0.005644922705,3.31E-03,2,2,1,0,4,10,98,7,,,,,0.65,,99.37683477,18,0,99.37683477,0,-18,0.7
4128,47.5095512,94.30974467,98.10572928,2,6,11,14.92,60.08,31.08,0.4881342373,0.03150802035,6.94E-03,2,3,2,0,3,9,98,7,,,,,0.65,,99.3773348,18,0,99.3773348,0,-18,0.7
4134,47.50221724,94.25771134,98.11248186,2,6,11,2.8,92.64,66.88,0.3472496864,0.1866553203,5.48E-02,1,5,3,1,1,8,98,7,,,,,0.65,,99.37742436,18,0,99.37742436,0,-18,0.7
4140,47.50256719,94.2218797,98.11774093,2,6,11,0,112.08,102.76,0.2710394855,0.2764683837,7.86E-02,0,6,5,2,0,6,98,7,,,,,0.65,,99.377319,18,0.04,99.377319,1,-17,0.7
4146,47.50300747,94.17752053,98.12481122,2,6,11,0,122.56,132.28,0.1172296336,0.4125914348,2.29E-01,0,6,6,2,0,5,98,7,,,,,0.65,,99.37748513,18,3.24,99.37748513,1,-17,0.7
4152,47.50974563,94.14999268,98.13108826,2,5,11,0,123.36,150.16,0.005311964441,0.4979263599,2.90E-01,0,6,7,2,-1,4,98,7,,,,,0.65,,99.37754457,18,6.32,99.37754457,1,-17,0.7
4158,47.54860136,94.06922458,98.13729089,2,5,11,9.6,121.6,150.48,0.002783103218,0.7139200917,3.51E-01,1,6,7,1,-1,4,98,7,,,,,0.65,,99.37748213,18,7.88,99.37748213,1,-17,0.7
4164,47.61985221,94.03524806,98.14091966,2,5,11,22.12,111.84,146.68,0.002263543693,0.7338312014,4.26E-01,2,6,7,0,-1,4,98,7,,,,,0.65,,99.37785258,17,13.44,99.37785258,1,-16,0.7
4170,47.62286048,94.03649222,98.14365069,2,5,11,31.68,89.28,131.2,0.2161840461,0.6393479247,4.04E-01,3,5,6,-1,0,5,98,7,,,,,0.65,,99.37844937,17,23.6,99.37844937,2,-15,0.7
4176,47.63174451,94.03832835,98.14658402,2,5,11,45.31,59.48,115.68,0.42806201,0.5742571626,3.58E-01,5,3,6,-3,2,5,98,7,,,,,0.65,,99.37991245,17,46,99.37991245,3,-14,0.7
4182,47.60761808,94.03842614,98.14939472,2,5,11,46.16,30.68,91.52,0.533897426,0.4740292686,2.96E-01,5,2,4,-3,3,7,98,7,,,,,0.65,,99.38172258,17,76.56,99.38172258,4,-13,0.7
4188,47.60831306,94.03865683,98.15274418,2,5,11,46.44,6,76.24,0.588698109,0.3302695668,2.62E-01,5,1,4,-3,4,7,98,7,,,,,0.65,,99.38438718,17,110.24,99.38438718,5,-12,0.7
4194,47.63943449,94.03688863,98.15532528,2,5,11,43.36,0,72.48,0.6325836575,0.06174320423,2.27E-01,4,0,4,-2,5,7,98,7,,,,,0.65,,99.38648763,17,132.44,99.38648763,6,-11,0.7
4200,47.53875415,94.03649135,98.15642541,2,5,11,42.64,0,68.36,0.8018445527,0.03474180514,1.67E-01,4,0,3,-2,5,8,98,7,,,,,0.65,,99.38854299,17,143.68,99.38854299,7,-10,0.7
4206,47.49272955,94.0386923,98.15643205,2,5,11,32.56,1.4,59.56,0.6519617647,0.001842783966,1.86E-01,3,1,3,-1,4,8,98,7,,,,,0.65,,99.3905463,17,149.2,99.3905463,7,-10,0.7
4212,47.42211337,94.02915111,98.15658052,2,5,11,29.32,26.08,41.92,0.6610848503,0.001667893783,1.59E-01,3,2,2,-1,3,9,98,7,,,,,0.65,,99.39235074,17,146.16,99.39235074,7,-10,0.7
4218,47.35896788,93.98706996,98.1568557,2,5,9,28.04,56.92,26.48,0.7023410965,0.03686374559,1.26E-01,3,3,2,-1,2,7,98,7,,,,,0.65,,99.39383758,17,136.32,99.39383758,6,-11,0.7
4224,47.21849659,93.9414347,98.15702278,2,5,9,27.16,86.56,12.08,0.5810024112,0.2507221012,1.06E-01,3,4,1,-1,1,8,98,7,,,,,0.65,,99.39476095,17,113.56,99.39476095,5,-12,0.7
4230,47.18619537,93.87196841,98.15683401,1,5,9,27.4,104.88,3.32,0.4916619111,0.3048747902,7.44E-02,3,5,1,-2,0,8,98,7,,,,,0.65,,99.39483667,17,84.56,99.39483667,4,-13,0.7
4236,47.25495736,93.80119443,98.1565858,1,5,9,28.12,108.48,0.16,0.9911496274,0.699063801,2.34E-02,3,5,1,-2,0,8,98,7,,,,,0.65,,99.39472852,17,49.08,99.39472852,3,-14,0.7
4242,47.32605842,93.76231243,98.15656282,1,5,9,27.44,102.4,0,0.964628798,0.6524485114,9.42E-03,3,5,0,-2,0,9,98,7,,,,,0.65,,99.3952853,17,32.88,99.3952853,2,-15,0.7
4248,47.34125565,93.67349758,98.15810631,1,5,9,22.52,94.04,0,0.953364202,0.5531888021,2.87E-03,3,5,0,-2,0,9,98,7,,,,,0.65,,99.39695672,17,39.08,99.39695672,2,-15,0.7
4254,47.33521206,93.67553677,98.16338037,1,4,8,11.6,88.63402087,9.72,0.7287198172,0.6448233399,5.17E-03,2,5,1,-1,-1,7,98,7,,,,,0.65,,99.39866719,17,67.6,99.39866719,3,-14,0.7
4260,47.33673348,93.68419536,98.16755503,1,4,8,5.44,84.44,45.92,0.4038715822,0.6303615283,6.27E-03,1,4,2,0,0,6,98,7,,,,,0.65,,99.40055192,17,96.68,99.40055192,5,-12,0.7
4266,47.33825595,93.70105711,98.17058869,2,4,8,0.72,78.92,74.84,0.3686174205,0.6741163896,4.07E-02,1,4,4,1,0,4,98,7,,,,,0.65,,99.4023599,16,122.84,99.4023599,6,-10,0.7
4272,47.33977947,93.70434593,98.17217822,2,4,8,0,79.31532,92.52,0.1625497108,0.6647138035,1.13E-01,0,4,5,2,0,3,98,7,,,,,0.65,,99.40415657,16,134.4,99.40415657,6,-10,0.7
4278,47.3412995,93.71764683,98.1731753,2,14,8,0,78.95184222,97.12,0.1399530748,0.3951247486,2.83E-01,0,4,5,2,10,3,98,7,,,,,0.65,,99.40586851,16,140.24,99.40586851,7,-9,0.7
4284,47.36313006,93.72577861,98.17293807,2,14,8,2.52,73.39959778,61.04,0.1367289956,0.4353171945,3.60E-01,1,4,3,1,10,5,98,7,,,,,0.65,,99.40771048,16,141.44,99.40771048,7,-9,0.7
4290,47.43691776,93.73090082,98.17274667,2,14,7,13.49482,65.53273799,30.8,0.005733736481,0.4500804836,3.22E-01,2,3,2,0,11,5,98,7,,,,,0.65,,99.40954642,16,140.24,99.40954642,7,-9,0.7
4296,47.46822576,93.73590597,98.17257734,2,14,7,22.58836,47.298804,14.64,0.06960756553,0.368638032,1.63E-01,3,3,1,-1,11,6,98,7,,,,,0.65,,99.41098706,16,134.36,99.41098706,6,-10,0.7
4302,47.37953403,93.73459598,98.1724877,2,14,7,28.76344533,29.64,2.64,0.135707713,0.2226868382,8.48E-02,3,2,1,-1,12,6,98,7,,,,,0.65,,99.41200932,16,120.48,99.41200932,6,-10,0.7
4308,47.46044688,93.7349331,98.17305304,2,14,7,37.153632,14.08,0,0.4088721379,0.1258168667,6.10E-02,4,1,0,-2,13,7,98,7,,,,,0.65,,99.41317505,16,93.52,99.41317505,5,-11,0.7
4314,47.53678466,93.73390709,98.17297989,2,14,7,30.56,4.92,0,0.4928827786,0.06871118726,7.56E-03,3,1,0,-1,13,7,98,7,,,,,0.65,,99.41318725,16,64.04,99.41318725,3,-13,0.7
4320,47.53777986,93.73317238,98.17274011,2,14,7,22.04,0.36,0,0.611041292,0.02896078724,2.57E-03,2,1,0,0,13,7,98,7,,,,,0.65,,99.41319817,16,38.4,99.41319817,2,-14,0.7
4326,47.5451089,93.73524831,98.17257958,2,14,7,13.4,0,0,0.3451688043,0.01468604093,1.39E-03,2,0,0,0,14,7,98,7,,,,,0.65,,99.41305145,16,12.72,99.41305145,1,-15,0.7
4332,47.54544675,93.73425372,98.17248782,2,14,7,5.08,0,0,0.3901974464,0.004911768882,1.30E-03,1,0,0,1,14,7,98,7,,,,,0.65,,99.41290269,16,0.96,99.41290269,1,-15,0.7
4338,47.54592383,93.73913651,98.17304258,2,14,7,0.32,9.6,0,0.2167895451,0.004100724599,1.50E-03,1,1,0,1,13,7,98,7,,,,,0.65,,99.41292842,15,0,99.41292842,0,-15,0.7
4344,47.53895575,93.75784495,98.17296745,2,14,6,0,41.76,0,0.1627534664,0.01350293002,1.44E-03,0,2,0,2,12,6,98,7,,,,,0.65,,99.41288544,15,0.04,99.41288544,1,-14,0.7
4350,47.5410697,93.77610108,98.17296977,1,14,6,0,74.4,0,0.0020350078,0.01843144418,1.14E-03,0,4,0,1,10,6,98,7,,,,,0.65,,99.41293256,15,0.88,99.41293256,1,-14,0.7
4356,47.54254824,93.7911897,98.17348427,1,14,6,0,95.48,1.32,0.00136994464,0.1561829334,2.10E-03,0,5,1,1,9,5,98,7,,,,,0.65,,99.41301792,15,6.08,99.41301792,1,-14,0.7
4362,47.54404385,93.7975948,98.17377873,1,14,6,0,100.84,5.56,0.0022556241,0.2217968112,1.03E-02,0,5,1,1,9,5,98,7,,,,,0.65,,99.41384401,15,26.88,99.41384401,2,-13,0.7
4368,47.54554152,93.79942794,98.17506295,1,14,6,0,69.12,7.8,0.002451859458,0.2291805893,1.64E-02,0,4,1,1,10,5,98,7,,,,,0.65,,99.41610238,15,56.76,99.41610238,3,-12,0.7
4374,47.53958106,93.79869479,98.17653017,1,14,6,0,38.84,12.96,0.002199766311,0.2013595386,2.34E-02,0,2,1,1,12,5,98,7,,,,,0.65,,99.41776835,15,87,99.41776835,4,-11,0.7
4380,47.54108153,93.79989311,98.17925301,1,14,6,0,16.04,21.88,0.001132671111,0.1153775879,3.35E-02,0,1,1,1,13,5,98,7,,,,,0.65,,99.419691,14,119.84,99.419691,6,-8,0.7
4386,47.54904312,93.79981933,98.18129605,1,13,5,0.68,3.76,36.04,0.001275644908,0.07279733453,4.56E-02,1,1,2,0,12,3,98,7,,,,,0.65,,99.42148022,14,142.64,99.42148022,7,-7,0.7
4392,47.59895775,93.79874176,98.15595598,1,13,5,4.48,0,60.2,0.01023734374,0.02346216452,1.86E-01,1,0,3,0,13,2,98,7,,,,,0.65,,99.42338045,14,150.24,99.42338045,7,-7,0.7
4398,47.65039484,93.79917323,98.0921061,1,13,5,8,0,86.4,0.01649204577,0.006714450092,2.66E-01,1,0,4,0,13,1,98,7,,,,,0.65,,99.42520042,14,150.4,99.42520042,7,-7,0.7
4404,47.70173893,93.79831413,98.05074186,1,13,5,12.68,0,107.28,0.1604300903,0.003686864931,4.37E-01,2,0,5,-1,13,0,98,7,,,,,0.65,,99.42677121,14,148.4,99.42677121,7,-7,0.7
4410,47.77754289,93.79956242,98.00959808,1,13,5,19.16,0,107.2,0.2666235181,0.002390290116,4.73E-01,2,0,5,-1,13,0,98,7,,,,,0.65,,99.4287122,14,150.96,99.4287122,7,-7,0.7
4416,47.7207798,93.79953893,97.91983385,1,13,5,21.4,0,101.68,0.4816049628,0.00283233144,5.67E-01,2,0,5,-1,13,0,98,7,,,,,0.65,,99.43053565,14,150.36,99.43053565,7,-7,0.7
4422,47.65806564,93.79943975,97.91773775,1,13,5,24,0,95.16,0.4816049628,0.002527282684,5.89E-01,3,0,5,-2,13,0,98,7,,,,,0.65,,99.43150933,14,132.92,99.43150933,6,-8,0.7
4428,47.60035887,93.79900203,97.91850264,1,13,4,29.04,0,89.04,0.3447729661,0.002697714598,5.44E-01,3,0,4,-2,13,0,98,7,,,,,0.65,,99.43226445,14,101.72,99.43226445,5,-9,0.7
4434,47.47614988,93.79809204,97.91869417,1,13,4,29.2,0,82.6,0.8135853553,0.00299856659,7.32E-01,3,0,4,-2,13,0,98,7,,,,,0.65,,99.43220734,14,65.44,99.43220734,3,-11,0.7
4440,47.41167363,93.80048554,97.91862405,1,13,4,28.44,2,67.12,0.6165259424,0.002992294166,6.17E-01,3,1,3,-2,12,1,98,7,,,,,0.65,,99.43243851,14,36.68,99.43243851,2,-12,0.7
4446,47.3512042,93.80302905,97.9200058,1,12,4,27.04,6.4,50.12,0.9954144944,0.006686795767,5.24E-01,3,1,3,-2,11,1,98,7,,,,,0.65,,99.43280246,14,19.04,99.43280246,1,-13,0.7
4452,47.28514249,93.80459196,97.92308689,1,12,4,26.04,9,33.76,0.9950843355,0.01336928164,3.52E-01,3,1,2,-2,11,2,98,7,,,,,0.65,,99.43315759,14,24.76,99.43315759,2,-12,0.7
4458,47.21782849,93.80608669,97.9018658,1,12,8,25.12,12.48,30.64,0.9961791381,0.02019760002,2.43E-01,3,1,2,-2,11,6,98,7,,,,,0.65,,99.43364578,13,34.64,99.43364578,2,-11,0.7
4464,47.0740977,93.811225,97.89867012,1,12,8,24.32,22.52,53.69329333,0.7718617335,0.02899344433,2.70E-01,3,2,3,-2,10,5,98,7,,,,,0.65,,99.43396992,13,38.16,99.43396992,2,-11,0.7
4470,47.11177004,93.82669336,97.90895406,1,12,8,21.56,42.92,78.397205,0.6433302572,0.03310125079,2.44E-01,2,2,4,-1,10,4,98,7,,,,,0.65,,99.43446481,13,38.28,99.43446481,2,-11,0.7
4476,47.113149,93.84458871,97.90962318,1,12,8,16.6,70.32,104.194133,0.9927173006,0.09621849667,3.32E-01,2,4,5,-1,8,3,98,7,,,,,0.65,,99.43471786,13,37.12,99.43471786,2,-11,0.7
4482,47.13262684,93.86848698,97.89972734,1,12,8,13.68,108.04,117.9910613,0.99139951,0.178064777,4.25E-01,2,5,6,-1,7,2,98,7,,,,,0.65,,99.43466212,13,28.68,99.43466212,2,-11,0.7
4488,47.1572826,93.88680177,97.90609602,2,12,8,18.05082667,129.92,131.59684,0.4817496285,0.227831381,5.00E-01,2,6,6,0,6,2,98,7,,,,,0.65,,99.43546855,13,23.48,99.43546855,2,-11,0.7
4494,47.14917649,93.90555006,97.89977898,2,12,8,21.3621,143.52,135.6,0.2655083512,0.2575259082,5.55E-01,2,7,6,0,5,2,98,7,,,,,0.65,,99.43591268,13,26.28,99.43591268,2,-11,0.7
4500,47.15019057,93.92987061,97.90297705,2,12,8,28.07871,150.24,133.100478,0.2345734917,0.2884983088,5.19E-01,3,7,6,-1,5,2,98,7,,,,,0.65,,99.43740667,12,49.84,99.43740667,3,-9,0.7
4506,47.14640243,93.94798891,97.90643618,2,12,8,34.154748,148.48,127.593998,0.5116372886,0.3738784319,5.53E-01,4,7,6,-2,5,2,98,7,,,,,0.65,,99.43915067,12,86,99.43915067,4,-8,0.7
4512,47.15332604,93.96861666,97.90808671,2,11,20,35.883464,143.88,118.48,0.6191760958,0.4188485045,5.86E-01,4,7,6,-2,4,14,98,7,,,,,0.65,,99.44079466,12,116.56,99.44079466,6,-6,0.7
4518,47.13686509,93.97970181,97.90925459,2,11,20,38.04,130.04,98.85192333,0.6836672775,0.4224395391,4.75E-01,4,6,5,-2,5,15,98,7,,,,,0.65,,99.442493,12,142.96,99.442493,7,-5,0.7
4524,47.17539501,93.98134955,97.90993081,2,11,20,39.88,100.48,68.49888741,0.6215531731,0.3577864969,4.32E-01,4,5,3,-2,6,17,98,7,,,,,0.65,,99.44401404,12,150.16,99.44401404,7,-5,0.7
4530,47.17188131,93.98226418,97.9102985,2,11,20,39.08,61.96,43.23604706,0.5481385358,0.3227723103,3.99E-01,4,3,2,-2,8,18,98,7,,,,,0.65,,99.44585661,12,150.56,99.44585661,7,-5,0.7
4536,47.16180392,93.9866214,97.90982405,2,11,20,38.76,39.88,19.54712933,0.6800601279,0.2108980958,3.14E-01,4,2,1,-2,9,19,98,7,,,,,0.65,,99.44745789,12,149,99.44745789,7,-5,0.7
4542,47.15190616,93.99985074,97.90913293,2,11,20,38.96,37.92,3.158869333,0.7230609589,0.1371658269,9.23E-02,4,2,1,-2,9,19,98,7,,,,,0.65,,99.4480123,12,126,99.4480123,6,-6,0.7
4548,47.17676641,94.01620332,97.90961124,2,11,20,41.04,65.16,0,0.7223740387,0.1051343195,4.78E-02,4,3,0,-2,8,20,98,7,,,,,0.65,,99.44864985,12,87.88,99.44864985,4,-8,0.7
4554,47.24824202,94.03184038,97.91014497,2,11,20,34.84,93.36,0,0.6643201744,0.1080791895,1.90E-02,4,5,0,-2,6,20,98,7,,,,,0.65,,99.44855856,12,57.44,99.44855856,3,-9,0.7
4560,47.24430776,94.05351684,97.91101448,2,11,20,27.04,124.44,0.4,0.5387301716,0.1303341459,4.32E-03,3,6,1,-1,5,19,98,7,,,,,0.65,,99.44856179,12,15.92,99.44856179,1,-11,0.7
4566,47.24100161,94.07269744,97.91302308,2,11,20,18.88,139,4.04,0.4848818154,0.2748825372,4.24E-03,2,7,1,0,4,19,98,7,,,,,0.65,,99.4484352,12,0.24,99.4484352,1,-11,0.7
4572,47.2382348,94.09334336,97.91719347,2,10,20,9.44,145.2,18.16,0.4224306514,0.3553173842,1.45E-02,1,7,1,1,3,19,98,7,,,,,0.65,,99.44834131,12,0,99.44834131,0,-12,0.7
4578,47.26155681,94.11093954,97.92396586,2,10,20,0.76,145.88,44.04083067,0.1971621675,0.3962548722,2.31E-02,1,7,2,1,3,18,98,7,,,,,0.65,,99.44838556,12,0.04,99.44838556,1,-11,0.7
4584,47.25128726,94.12651082,97.93066045,2,10,20,0,145.88,78.351024,0.08204343787,0.4173689906,8.96E-02,0,7,4,2,3,16,98,7,,,,,0.65,,99.44876173,12,11.28,99.44876173,1,-11,0.7
4590,47.24920277,94.14633928,97.9350725,2,10,20,0.16,141.92,110.468668,0.001446135175,0.4031001733,1.06E-01,1,7,5,1,3,15,98,7,,,,,0.65,,99.45055816,11,54.32,99.45055816,3,-8,0.7
4596,47.27041338,94.16051039,97.94182619,2,10,20,2,133.36,137.612432,0.00405100904,0.4192009746,1.94E-01,1,7,6,1,3,14,98,7,,,,,0.65,,99.45219608,11,90,99.45219608,4,-7,0.7
4602,47.32659808,94.17004128,97.94718896,2,10,20,7.16,113,148.8,0.003709092434,0.3868151774,2.39E-01,1,6,7,1,4,13,98,7,,,,,0.65,,99.4536735,11,122.28,99.4536735,6,-5,0.7
4608,47.4075713,94.17054094,97.95384382,2,10,20,23.36,80.52,149.84,0.1299644789,0.3748492204,2.50E-01,3,4,7,-1,6,13,98,7,,,,,0.65,,99.45590555,11,149.88,99.45590555,7,-4,0.7
4614,47.46840772,94.17072198,97.96022523,2,10,20,36.96,53.76,149.44,0.2571669647,0.3022036309,2.69E-01,4,3,7,-2,7,13,98,7,,,,,0.65,,99.45754933,11,150.32,99.45754933,7,-4,0.7
4620,47.47700078,94.17164358,97.96691302,2,10,20,43.12,23.48,150.96,0.3622524382,0.175572257,2.37E-01,4,2,7,-2,8,13,98,7,,,,,0.65,,99.45913866,11,149.12,99.45913866,7,-4,0.7
4626,47.48332841,94.17100447,97.972303,2,10,20,45.4,4.039632147,150.56,0.582454319,0.09546840107,2.42E-01,5,1,7,-3,9,13,98,7,,,,,0.65,,99.46028743,11,137.2,99.46028743,6,-5,0.7
4632,47.47912509,94.17142653,97.97297431,2,10,20,42.52,0,141.6,0.5665982719,0.03022687254,2.48E-01,4,0,7,-2,10,13,98,7,,,,,0.65,,99.46096493,11,120.36,99.46096493,6,-5,0.7
4638,47.4503763,94.17060874,97.97331303,2,10,20,41.4,0,113.96,0.6120020765,0.01118952882,2.51E-01,4,0,5,-2,10,15,98,7,,,,,0.65,,99.46175369,11,101.36,99.46175369,5,-6,0.7
4644,47.4950771,94.17024855,97.97389371,2,9,20,40.84,0.4,78.24,0.7423019917,0.005284173199,2.10E-01,4,1,4,-2,8,16,98,7,,,,,0.65,,99.4625187,11,85.4,99.4625187,4,-7,0.7
4650,47.50512532,94.17330602,97.9752325,2,9,20,43.92,3.760048019,44.64,0.6316367988,0.004978164876,1.72E-01,4,1,2,-2,8,18,98,7,,,,,0.65,,99.46322173,11,73.24,99.46322173,4,-7,0.7
4656,47.40950139,94.180917,97.97677843,2,9,20,46.08,20.84,20.72,0.7459615722,0.01395474575,1.09E-01,5,1,1,-3,8,19,98,7,,,,,0.65,,99.4637718,11,69.52,99.4637718,4,-7,0.7
4662,47.36047169,94.19759602,97.97798663,2,9,20,46.52,53.4,22.4,0.6442492172,0.0474855541,5.77E-02,5,3,1,-3,6,19,98,7,,,,,0.65,,99.4640845,11,61.51980322,99.4640845,3,-8,0.7
4668,47.30848493,94.21396393,97.9799214,2,9,20,37.64,85.4,30.2,0.670269577,0.09658768107,3.28E-02,4,4,2,-2,5,18,98,7,,,,,0.65,,99.4649499,11,49.8,99.4649499,3,-8,0.7
4674,47.30909896,94.23059604,97.98159084,2,9,20,23.04,116.56,38.08,0.67148105,0.2036506335,4.49E-02,3,6,2,-1,3,18,98,7,,,,,0.65,,99.46502628,11,35.68,99.46502628,2,-9,0.7
