,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,145.72,146.64,146.04,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,5310,5349,5331,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,0.75,73,76
7314,98.02461313,98.89619991,98.40434058,5,5,6,90.76,90.19382462,92.16,4.78E-01,4.71E-01,4.21E-01,4,4,4,1,1,2,98,7,,,,,0.65,,99.66354443,9,107.52,99.66354443,5,-4,0.85,,
7320,98.02595626,98.89711688,98.4051685,5,5,6,91.64,89.52,91.24,4.22E-01,4.73E-01,3.61E-01,4,4,4,1,1,2,98,7,,,,,0.65,,99.66383841,9,88.88,99.66383841,4,-5,0.85,,
7326,98.02811024,98.89822153,98.40627336,5,5,6,88.8,88.52,89.84,4.27E-01,3.83E-01,3.29E-01,4,4,4,1,1,2,98,7,,,,,0.65,,99.66412219,9,73.64,99.66412219,4,-5,0.85,,
7332,98.0296163,98.89901793,98.40836816,5,5,6,88.36,88.48,89.28,4.68E-01,4.31E-01,3.84E-01,4,4,4,1,1,2,98,7,,,,,0.65,,99.66436614,9,70.81288,99.66436614,4,-5,0.85,,
7338,98.03133558,98.89971658,98.40962174,5,5,6,86.84,84.80672722,89.12,4.10E-01,4.42E-01,4.02E-01,4,4,4,1,1,2,98,7,,,,,0.65,,99.66451589,9,64.2,99.66451589,3,-6,0.85,,
7344,98.03257497,98.90048487,98.41080833,5,5,6,85.8,84.48,87.76,3.65E-01,4.06E-01,3.69E-01,4,4,4,1,1,2,98,7,,,,,0.65,,99.66456358,9,54.68,99.66456358,3,-6,0.85,,
7350,98.03378124,98.90086136,98.41167795,5,5,6,85.48,83.04,84.12,4.63E-01,4.55E-01,3.83E-01,4,4,4,1,1,2,98,7,,,,,0.65,,99.66459082,9,36.96,99.66459082,2,-7,0.85,,
7356,98.03581527,98.90199634,98.41242325,5,5,6,83.28,83.56,82.72,4.33E-01,3.77E-01,3.82E-01,4,4,4,1,1,2,98,7,,,,,0.65,,99.66457404,8,23.12,99.66457404,2,-6,0.85,,
7362,98.03722356,98.90272379,98.41441688,5,5,6,83.72,80.88,82.32,4.31E-01,4.18E-01,3.57E-01,4,4,4,1,1,2,98,7,,,,,0.65,,99.66486901,8,7.6,99.66486901,1,-7,0.85,,
7368,98.03877155,98.90336656,98.4156693,5,5,5,81.32,80.52,82.32,4.26E-01,3.74E-01,3.92E-01,4,4,4,1,1,1,98,7,,,,,0.65,,99.66481249,8,1.6,99.66481249,1,-7,0.85,,
7374,98.03998841,98.90406192,98.41679255,5,5,5,80.36,79.92,81.04,3.93E-01,4.49E-01,4.66E-01,4,4,4,1,1,1,98,7,,,,,0.65,,99.66482231,8,0,99.66482231,0,-8,0.85,,
7380,98.0417367,98.90487297,98.4174896,5,4,5,79.56,79.6,80.36,3.74E-01,5.55E-01,4.33E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.6647794,8,0,99.6647794,0,-8,0.85,,
7386,98.04298547,98.90591373,98.41820448,5,4,5,77.76,79.2,79.4,3.66E-01,4.29E-01,4.45E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.66477274,8,0.8,99.66477274,1,-7,0.85,,
7392,98.0442681,98.90657816,98.42016051,5,4,5,77.52,77.64,77.88,4.06E-01,5.15E-01,3.76E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.66508065,8,25.76,99.66508065,2,-6,0.85,,
7398,98.04572617,98.90722246,98.4212447,5,4,5,75.92,76.84,76.8,3.59E-01,4.86E-01,3.61E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.66566588,7,60.28,99.66566588,3,-4,0.85,,
7404,98.04684305,98.90798202,98.42237659,5,4,5,75.96,75.84,77.32,4.17E-01,5.33E-01,4.32E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.66605448,7,83.12,99.66605448,4,-3,0.85,,
7410,98.04858241,98.90866155,98.42304633,5,4,5,76.04,75.72,76.8,3.81E-01,4.89E-01,3.79E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.66624028,7,96.36,99.66624028,5,-2,0.85,,
7416,98.04977819,98.9096024,98.42369811,5,4,5,72.88,74.32,75.4,3.45E-01,4.59E-01,3.23E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.6663492,7,89.48,99.6663492,4,-3,0.85,,
7422,98.05082561,98.91025191,98.42559534,5,4,5,72.56,74.36,76.08,4.25E-01,4.39E-01,3.94E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.666662,7,47.52,99.666662,3,-4,0.85,,
7428,98.05224942,98.9108403,98.42654926,5,4,5,71.68,72.52,72.76,3.81E-01,4.55E-01,3.66E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.6666137,7,22.52,99.6666137,1,-6,0.85,,
7434,98.05326012,98.91155188,98.42758226,5,4,5,70.6,71.24,71.68,3.76E-01,4.95E-01,4.17E-01,4,4,4,1,0,1,98,7,,,,,0.65,,99.66662323,7,8.84,99.66662323,1,-6,0.85,,
7440,98.05484823,98.91214935,98.4281774,4,4,5,70.64,70.52,71.16,4.60E-01,4.77E-01,3.63E-01,4,4,4,0,0,1,98,7,,,,,0.65,,99.66657864,7,0.96,99.66657864,1,-6,0.85,,
7446,98.05593052,98.91299513,98.42875657,4,4,5,67.76,68,69.32,4.45E-01,4.15E-01,3.25E-01,3,3,4,1,1,1,98,7,,,,,0.65,,99.66656332,7,0,99.66656332,0,-7,0.85,,
7452,98.05687,98.9135732,98.43053284,4,4,5,66.8,67.8,69.16,4.48E-01,4.41E-01,3.64E-01,3,3,3,1,1,2,98,7,,,,,0.65,,99.666486,7,0,99.666486,0,-7,0.85,,
7458,98.05820046,98.91415095,98.43146432,4,4,5,66.4,67.6,67.8,4.42E-01,4.43E-01,3.25E-01,3,3,3,1,1,2,98,7,,,,,0.65,,99.66644509,7,0,99.66644509,0,-7,0.85,,
7464,98.05913633,98.9148043,98.43237779,4,4,5,64.56,66.16,67.2,4.07E-01,4.18E-01,3.72E-01,3,3,3,1,1,2,98,7,,,,,0.65,,99.66644348,6,0,99.66644348,0,-6,0.85,,
7470,98.0607308,98.91536353,98.43293926,4,4,5,66.16,64.84,66.76,4.05E-01,4.57E-01,3.76E-01,3,3,3,1,1,2,98,7,,,,,0.65,,99.66639787,6,0,99.66639787,0,-6,0.85,,
7476,98.06154561,98.9161329,98.43348762,4,4,5,62.2,63.72,65.8,4.31E-01,4.45E-01,3.33E-01,3,3,3,1,1,2,98,7,,,,,0.65,,99.66635592,6,0,99.66635592,0,-6,0.85,,
7482,98.06223896,98.91666123,98.43528437,4,4,5,60.64,62.08,64.84,4.69E-01,4.06E-01,3.67E-01,3,3,3,1,1,2,98,7,,,,,0.65,,99.66664934,6,0,99.66664934,0,-6,0.85,,
7488,98.06354622,98.9172024,98.4359615,4,4,5,61.2,62,63.16,3.58E-01,3.89E-01,3.07E-01,3,3,3,1,1,2,98,7,,,,,0.65,,99.66662184,6,0.16,99.66662184,1,-5,0.85,,
7494,98.06442636,98.91779841,98.43676144,4,4,5,59.76,60.64,61.32,2.79E-01,4.01E-01,3.27E-01,3,3,3,1,1,2,98,7,,,,,0.65,,99.66667199,6,3.8,99.66667199,1,-5,0.85,,
7500,98.06579952,98.91830824,98.43726866,3,4,5,58.8,60.16,60.2,4.66E-01,4.12E-01,3.07E-01,3,3,3,0,1,2,98,7,,,,,0.65,,99.66668436,6,7.04,99.66668436,1,-5,0.85,,
7506,98.0665585,98.91900847,98.43776919,3,4,5,57.36,58.72,59.76,5.08E-01,3.86E-01,3.27E-01,3,3,3,0,1,2,98,7,,,,,0.65,,99.66670388,5,8.68,99.66670388,1,-4,0.85,,
7512,98.06734153,98.91949944,98.43949213,3,4,5,57.52,57.48,59.84,4.90E-01,3.61E-01,3.11E-01,3,3,3,0,1,2,98,7,,,,,0.65,,99.66676152,5,16.08,99.66676152,1,-4,0.85,,
7518,98.0685728,98.91999531,98.44013143,3,4,5,55.72,56.8,58.24,4.92E-01,3.75E-01,2.71E-01,3,3,3,0,1,2,98,7,,,,,0.65,,99.66694569,5,25.8,99.66694569,2,-3,0.85,,
7524,98.06923511,98.92052375,98.44060707,3,4,4,54.6,55.76,56.56,4.77E-01,3.18E-01,2.94E-01,3,3,3,0,1,1,98,7,,,,,0.65,,99.66733461,5,49.68,99.66733461,3,-2,0.85,,
7530,98.07060117,98.92098996,98.44119881,3,4,4,54.6,54.96,55.6,4.17E-01,3.75E-01,3.59E-01,3,3,3,0,1,1,98,7,,,,,0.65,,99.6677008,5,74.96,99.6677008,4,-1,0.85,,
7536,98.07132165,98.92161033,98.44166633,3,4,4,53.32,53.24,55.2,4.42E-01,3.46E-01,3.60E-01,3,3,3,0,1,1,98,7,,,,,0.65,,99.66810265,5,105.6,99.66810265,5,0,0.85,,
7542,98.0720251,98.92205922,98.44323537,3,4,4,52.72,52.56,52,4.78E-01,3.43E-01,3.49E-01,3,3,3,0,1,1,98,7,,,,,0.65,,99.66881848,5,123.04,99.66881848,6,1,0.85,,
7548,98.07300143,98.92252076,98.44399175,3,4,4,51.08,52.04,53.56,3.58E-01,3.01E-01,3.19E-01,3,3,3,0,1,1,98,7,,,,,0.65,,99.66923092,5,129.8,99.66923092,6,1,0.85,,
7554,98.07366643,98.92304013,98.44441278,3,4,4,49.08,51.72,52.48,4.26E-01,3.18E-01,2.97E-01,3,3,3,0,1,1,98,7,,,,,0.65,,99.66969654,5,128.8,99.66969654,6,1,0.85,,
7560,98.074874,98.92347384,98.44503002,3,4,3,47.96,50.28,51.68,4.64E-01,3.24E-01,3.91E-01,3,3,3,0,1,0,98,7,,,,,0.65,,99.67004244,5,122.6342606,99.67004244,6,1,0.85,,
7566,98.07554135,98.92397881,98.44560423,3,3,3,47.56,49.12,50.88,3.63E-01,3.87E-01,4.02E-01,3,3,3,0,0,0,98,7,,,,,0.65,,99.67049536,5,112.9935161,99.67049536,5,0,0.85,,
7572,98.07616547,98.92440239,98.4463385,3,3,3,46.68,47.76,49.12,4.18E-01,3.44E-01,3.83E-01,3,3,3,0,0,0,98,7,,,,,0.65,,99.67064125,5,89.92,99.67064125,4,-1,0.85,,
7578,98.07706656,98.92481616,98.44715893,3,3,3,46,47.04,47.96,3.85E-01,3.55E-01,4.13E-01,2,3,3,1,0,0,98,7,,,,,0.65,,99.67059041,5,66.48,99.67059041,3,-2,0.85,,
7584,98.07767627,98.92529249,98.44772086,3,3,3,45.08,46.36,46.84,3.77E-01,4.01E-01,3.18E-01,2,2,3,1,1,0,98,7,,,,,0.65,,99.67060746,21,36.98698814,99.67060746,2,-19,0.85,,
7590,98.07875135,98.92568185,98.44827337,3,3,3,43.56,45.08,46.04,3.04E-01,3.90E-01,3.48E-01,2,2,2,1,1,1,98,7,,,,,0.65,,99.67082731,21,30.55507981,99.67082731,2,-19,0.85,,
7596,98.07932295,98.92610073,98.44881188,3,3,3,42.76,43.96,45.88,3.56E-01,3.45E-01,3.85E-01,2,2,2,1,1,1,98,7,,,,,0.65,,99.67125479,21,40.69106302,99.67125479,2,-19,0.85,,
7602,98.07987183,98.92649716,98.44949578,3,3,3,41.92,43.04,44.56,3.67E-01,3.64E-01,3.52E-01,2,2,2,1,1,1,98,7,,,,,0.65,,99.67207079,21,67.50272133,99.67207079,3,-18,0.85,,
7608,98.08065067,98.9268425,98.45018392,3,3,3,40.52,41.6,43.12,3.06E-01,3.27E-01,3.42E-01,2,2,2,1,1,1,98,7,,,,,0.65,,99.67253601,21,96.30361867,99.67253601,5,-16,0.85,,
7614,98.0811733,98.92731773,98.45069129,3,3,3,39.8,42.04,42.24,3.59E-01,3.70E-01,3.26E-01,2,2,2,1,1,1,98,7,,,,,0.65,,99.67312559,21,123.2550987,99.67312559,6,-15,0.85,,
7620,98.08216666,98.9276704,98.45116625,3,3,3,38.96,40.88,41.08,3.74E-01,3.52E-01,3.54E-01,2,2,2,1,1,1,98,7,,,,,0.65,,99.67367615,21,136,99.67367615,6,-15,0.85,,
7626,98.0826689,98.92795214,98.45162889,3,3,3,38.32,37.84,39.96,3.18E-01,3.44E-01,3.47E-01,2,2,2,1,1,1,98,7,,,,,0.65,,99.67425329,20,140.56,99.67425329,7,-13,0.85,,
7632,98.08314569,98.92831213,98.45223707,3,3,3,37.12,37.6,38.4,3.11E-01,3.30E-01,3.04E-01,2,2,2,1,1,1,98,7,,,,,0.65,,99.67475568,20,142.28,99.67475568,7,-13,0.85,,
7638,98.0838142,98.92862991,98.45282596,3,2,3,35.84,36.92,37.64,3.53E-01,3.54E-01,3.21E-01,2,2,2,1,0,1,98,7,,,,,0.65,,99.6752033,20,140.36,99.6752033,7,-13,0.85,,
7644,98.08426241,98.92901424,98.45326768,3,2,3,34.84,35.32,37,3.38E-01,3.35E-01,2.94E-01,2,2,2,1,0,1,98,7,,,,,0.65,,99.67566182,20,132.84,99.67566182,6,-14,0.85,,
7650,98.0851122,98.92931588,98.45369094,3,2,3,33.08,34.68,36.12,3.35E-01,4.44E-01,2.74E-01,2,2,2,1,0,1,98,7,,,,,0.65,,99.67598351,20,119.28,99.67598351,6,-14,0.85,,
7656,98.08556321,98.92958156,98.45410502,3,2,3,32.76,32.88,35.6,2.57E-01,3.89E-01,3.03E-01,2,2,2,1,0,1,98,7,,,,,0.65,,99.67635384,20,86.24,99.67635384,4,-16,0.85,,
7662,98.08596565,98.92984935,98.45459085,3,2,3,32.4,31.36,33.56,3.03E-01,4.15E-01,2.71E-01,2,2,2,1,0,1,98,7,,,,,0.65,,99.67634643,20,60.76,99.67634643,3,-17,0.85,,
7668,98.08670668,98.93010613,98.45511022,3,2,3,33.24,30.56,32.32,2.84E-01,3.58E-01,2.80E-01,2,2,2,1,0,1,98,7,,,,,0.65,,99.67636952,20,33.56,99.67636952,2,-18,0.85,,
7674,98.08709151,98.93043792,98.45547998,3,2,3,30.88,29.32,31.6,2.55E-01,3.84E-01,2.64E-01,2,2,2,1,0,1,98,7,,,,,0.65,,99.67631695,20,9.88,99.67631695,1,-19,0.85,,
7680,98.08764094,98.93069777,98.45584743,2,2,3,29.84,29.16,30.4,3.42E-01,3.21E-01,2.41E-01,2,2,2,0,0,1,98,7,,,,,0.65,,99.67630553,20,0.8,99.67630553,1,-19,0.85,,
7686,98.08806838,98.93091903,98.45620256,2,2,3,29.12,27.84,30.12,2.51E-01,2.71E-01,2.62E-01,2,2,2,0,0,1,98,7,,,,,0.65,,99.67618173,19,0,99.67618173,0,-19,0.85,,
7692,98.0884701,98.93117709,98.45655186,2,2,3,28.24,27.64,27.56,3.06E-01,3.47E-01,2.01E-01,2,2,2,0,0,1,98,7,,,,,0.65,,99.67616591,19,0,99.67616591,0,-19,0.85,,
7698,98.08909982,98.93139389,98.45700675,2,2,3,26.52,26.6,27.04,3.49E-01,2.62E-01,2.44E-01,2,2,2,0,0,1,98,7,,,,,0.65,,99.67619615,19,1.8,99.67619615,1,-18,0.85,,
7704,98.08947811,98.93165649,98.45733922,2,2,3,25.92,25.28,26.4,3.40E-01,3.30E-01,2.44E-01,2,2,2,0,0,1,98,7,,,,,0.65,,99.6762214,19,8.12,99.6762214,1,-18,0.85,,
7710,98.08983363,98.93187958,98.45763986,2,2,2,24.88,24.48,25.36,3.24E-01,2.91E-01,3.25E-01,2,2,2,0,0,0,98,7,,,,,0.65,,99.6765003,19,28.16037453,99.6765003,2,-17,0.85,,
7716,98.09018061,98.93205605,98.45793045,2,2,2,24.16,23.2,24.72,2.75E-01,2.63E-01,2.92E-01,2,1,2,0,1,0,98,7,,,,,0.65,,99.67737209,19,66.16,99.67737209,3,-16,0.85,,
7722,98.09053352,98.93224709,98.45822446,2,2,2,23.36,22.28,23.92,2.62E-01,3.00E-01,2.04E-01,2,1,2,0,1,0,98,7,,,,,0.65,,99.67787997,19,94.64,99.67787997,5,-14,0.85,,
7728,98.09098616,98.93243986,98.45857578,2,2,2,21.16,21.6,21.96,2.83E-01,2.51E-01,2.90E-01,1,1,1,1,1,1,98,7,,,,,0.65,,99.67841961,18,125.44,99.67841961,6,-12,0.85,,
7734,98.09127814,98.93264796,98.45882716,2,2,2,20.4,20.32,21.2,2.43E-01,2.73E-01,2.90E-01,1,1,1,1,1,1,98,7,,,,,0.65,,99.67896344,18,144.7985986,99.67896344,7,-11,0.85,,
7740,98.09156174,98.93280435,98.45904422,2,2,2,19.68,19,19.84,2.42E-01,2.68E-01,2.46E-01,1,1,1,1,1,1,98,7,,,,,0.65,,99.67956027,18,148.76,99.67956027,7,-11,0.85,,
7746,98.09182828,98.93291487,98.4592743,2,2,2,18.52,17.56,19.36,2.57E-01,2.43E-01,1.89E-01,1,1,1,1,1,1,98,7,,,,,0.65,,99.68012427,18,150.48,99.68012427,7,-11,0.85,,
7752,98.09208634,98.93306955,98.45950441,2,2,2,17.56,16.8,18.56,2.37E-01,2.29E-01,2.20E-01,1,1,1,1,1,1,98,7,,,,,0.65,,99.68059791,18,150.28,99.68059791,7,-11,0.85,,
7758,98.09238245,98.93321001,98.45975593,2,2,2,15.72,15.36,16.68,1.54E-01,1.97E-01,2.08E-01,1,1,1,1,1,1,98,7,,,,,0.65,,99.6811511,18,151.44,99.6811511,7,-11,0.85,,
7764,98.09259173,98.9333297,98.45994979,2,2,2,14.52,14.12,16.24,1.66E-01,1.53E-01,1.90E-01,1,1,1,1,1,1,98,7,,,,,0.65,,99.68164984,18,150.88,99.68164984,7,-11,0.85,,
7770,98.092804,98.93346707,98.46013448,2,2,2,13.84,13.36,15.24,1.88E-01,1.65E-01,1.95E-01,1,1,1,1,1,1,98,7,,,,,,,99.68193745,18,126.72,99.68193745,6,-12,0.85,,
7776,98.09299626,98.93356299,98.46030093,2,2,2,13,13.32,14.36,1.46E-01,1.61E-01,2.10E-01,1,1,1,1,1,1,98,7,,,,,,,99.68222184,18,91.48,99.68222184,4,-14,0.85,,
7782,98.09319151,98.93367622,98.46046633,2,2,2,12.52,12.64,12.56,1.65E-01,1.60E-01,1.54E-01,1,1,1,1,1,1,98,7,,,,,,,99.68222285,18,58.064,99.68222285,3,-15,0.85,,
7788,98.09333912,98.93378162,98.46060773,2,2,1,10.8,11.32,11.76,1.48E-01,9.43E-02,3.00E-01,1,1,1,1,1,0,98,7,,,,,,,99.6823187,18,31.36,99.6823187,2,-16,0.85,,
7794,98.09348812,98.93385757,98.46073268,2,2,1,9.92,10.2,10.84,1.48E-01,1.57E-01,3.00E-01,1,1,1,1,1,0,98,7,,,,,,,99.68240404,18,18.56,99.68240404,1,-17,0.85,,
7800,98.093627,98.93393889,98.46085309,1,1,1,9.12,9.2,10.12,2.29E-01,2.29E-01,2.68E-01,1,1,1,0,0,0,98,7,,,,,,,99.6825382,18,27.28,99.6825382,2,-16,0.85,,
7806,98.09377197,98.93394186,98.46096591,1,1,1,8,7.56,9.12,1.76E-01,2.29E-01,2.68E-01,1,1,1,0,0,0,98,7,,,,,,,99.68262335,17,36.08,99.68262335,2,-15,0.85,,
7812,98.09389693,98.93400899,98.46101042,1,1,1,7.12,6.84,7.4,1.78E-01,1.68E-01,2.31E-01,1,1,1,0,0,0,98,7,,,,,,,99.68273189,17,38.24,99.68273189,2,-15,0.85,,
7818,98.09382493,98.93406196,98.46109868,1,1,1,5.56,5.76,6.76,1.78E-01,1.68E-01,2.04E-01,1,1,1,0,0,0,98,7,,,,,,,99.68286876,17,39,99.68286876,2,-15,0.85,,
7824,98.09392146,98.9341165,98.46115959,1,1,1,4.68,5.04,5.72,1.46E-01,1.47E-01,1.65E-01,1,1,1,0,0,0,98,7,,,,,,,99.6829088,17,35.48,99.6829088,2,-15,0.85,,
7830,98.09400355,98.93415851,98.4612274,1,1,1,3.8,4.08,4.96,1.13E-01,1.21E-01,1.45E-01,1,1,1,0,0,0,98,7,,,,,,,99.68288289,17,26.64,99.68288289,2,-15,0.85,,
7836,98.09407701,98.93407964,98.46127239,1,1,1,3.08,2.32,3.88,8.45E-02,8.73E-02,1.16E-01,1,1,1,0,0,0,98,7,,,,,,,99.68324476,17,22.44,99.68324476,1,-16,0.85,,
7842,98.09412761,98.93410402,98.46120279,1,1,1,2.2,1.6,2.16,8.45E-02,6.95E-02,9.02E-02,1,1,1,0,0,0,98,7,,,,,,,99.68344579,17,28.44,99.68344579,2,-15,0.85,,
7848,98.09392672,98.93412851,98.46122727,1,1,1,0.72,0.88,1.52,6.21E-02,5.41E-02,6.91E-02,1,1,1,0,0,0,98,7,,,,,,,99.68389661,16,53.24,99.68389661,3,-13,0.85,,
7854,98.09397698,98.93415301,98.4612517,1,1,1,0.32,0.44,0.76,1.54E-02,2.45E-02,4.33E-02,1,1,1,0,0,0,98,7,,,,,,,99.68441705,16,89.36,99.68441705,4,-12,0.85,,
7860,98.09402741,98.93417752,98.46127617,1,1,1,0,0.08,0.44,9.29E-03,2.45E-02,3.43E-02,0,1,1,1,0,0,98,7,,,,,,,99.68502617,16,123.64,99.68502617,6,-10,0.85,,
7866,98.09407763,98.93408052,98.46129988,1,1,1,0,0,0.04,9.29E-03,1.16E-03,6.03E-03,0,0,1,1,1,0,98,7,,,,,,,99.68552213,16,145.48,99.68552213,7,-9,0.85,,
7872,98.0941279,98.93410501,98.46120365,1,1,1,0,0,0,6.29E-04,1.20E-03,5.37E-03,0,0,0,1,1,1,98,7,,,,,,,99.68598807,16,150.72,99.68598807,7,-9,0.85,,
7878,98.0939289,98.93412951,98.461228,1,1,1,0,0,0,7.21E-04,7.45E-04,4.88E-03,0,0,0,1,1,1,98,7,,,,,,,99.68653711,16,149.88,99.68653711,7,-9,0.85,,
7884,98.09397923,98.934154,98.46125227,1,1,1,0,0,0,1.18E-03,8.25E-04,1.01E-03,0,0,0,1,1,1,98,7,,,,,,,99.68703824,16,148.12,99.68703824,7,-9,0.85,,
7890,98.0940295,98.93417852,98.46127656,1,1,1,0,0,0,1.19E-03,1.25E-03,1.78E-03,0,0,0,1,1,1,98,7,,,,,,,99.6871088,16,115.48,99.6871088,6,-10,0.85,,
7896,98.09407972,98.93408149,98.46130087,1,1,1,0,0,0,1.19E-03,1.25E-03,1.78E-03,0,0,0,1,1,1,98,7,,,,,,,99.6874157,16,81.64,99.6874157,4,-12,0.85,,
7902,98.09412989,98.93410563,98.46120464,1,1,1,0,0,0,6.43E-04,1.25E-03,1.65E-03,0,0,0,1,1,1,98,7,,,,,,,99.68738683,16,48.92,99.68738683,3,-13,0.85,,
7908,98.09393054,98.93408175,98.46122891,1,1,1,0,0,0,7.96E-04,1.41E-03,1.81E-03,0,0,0,1,1,1,98,7,,,,,,,99.68738539,16,9.6,99.68738539,1,-15,0.85,,
7914,98.09398033,98.93410604,98.46125318,1,1,1,0,0,0,1.22E-03,1.41E-03,6.93E-04,0,0,0,1,1,1,98,7,,,,,,,99.68737577,16,0,99.68737577,0,-16,0.85,,
7920,98.09403027,98.93413037,98.46127747,1,1,1,0,0,0,1.24E-03,1.55E-03,1.27E-03,0,0,0,1,1,1,98,7,,,,,,,99.68727933,16,0,99.68727933,0,-16,0.85,,
7926,98.09408012,98.93415468,98.461301,1,1,1,0,0,0,1.24E-03,1.32E-03,1.27E-03,0,0,0,1,1,1,98,7,,,,,,,99.68725928,16,0.24,99.68725928,1,-15,0.85,,
7932,98.09412992,98.93417899,98.46120548,1,1,1,0,0,0,9.19E-04,1.66E-03,1.23E-03,0,0,0,1,1,1,98,7,,,,,,,99.68748368,15,20.08,99.68748368,1,-14,0.85,,
7938,98.09393221,98.93408283,98.46122955,1,1,1,0,0,0,9.71E-04,1.66E-03,1.24E-03,0,0,0,1,1,1,98,7,,,,,,,99.68802273,15,59.2,99.68802273,3,-12,0.85,,
7944,98.09398206,98.93410712,98.46125364,1,1,1,0,0,0,1.21E-03,1.08E-03,1.26E-03,0,0,0,1,1,1,98,7,,,,,,,99.68854786,15,93.48,99.68854786,5,-10,0.85,,
7950,98.09403196,98.93413146,98.46127773,1,1,1,0,0,0,1.21E-03,1.39E-03,1.28E-03,0,0,0,1,1,1,98,7,,,,,,,99.68912555,15,136.12,99.68912555,6,-9,0.85,,
7956,98.09408185,98.93415579,98.46130187,1,1,1,0,0,0,8.75E-04,1.12E-03,1.28E-03,0,0,0,1,1,1,98,7,,,,,,,99.6898991,15,150.4,99.6898991,7,-8,0.85,,
7962,98.0941317,98.9341792,98.46120642,1,1,1,0,0,0,1.17E-03,1.12E-03,7.41E-04,0,0,0,1,1,1,98,7,,,,,,,99.69040765,15,150.32,99.69040765,7,-8,0.85,,
7968,98.09393381,98.93408363,98.46123051,1,1,1,0,0,0,1.28E-03,1.17E-03,1.34E-03,0,0,0,1,1,1,98,7,,,,,,,99.6908798,15,148.64,99.6908798,7,-8,0.85,,
7974,98.09398352,98.93410776,98.46125462,1,1,1,0,0,0,1.28E-03,1.14E-03,1.34E-03,0,0,0,1,1,1,98,7,,,,,,,99.69122818,14,135.04,99.69122818,6,-8,0.85,,
7980,98.09403305,98.93413189,98.46127871,1,1,1,0,0,0,1.28E-03,9.27E-04,1.06E-03,0,0,0,1,1,1,98,7,,,,,,,99.69144895,14,113.52,99.69144895,5,-9,0.85,,
7986,98.09408253,98.93415603,98.46130206,1,1,1,0,0,0,1.33E-03,9.83E-04,8.80E-04,0,0,0,1,1,1,98,7,,,,,,,99.69164416,14,98,99.69164416,5,-9,0.85,,
7992,98.09413195,98.93418011,98.46120736,1,1,1,0,0,0,1.06E-03,9.31E-04,1.39E-03,0,0,0,1,1,1,98,7,,,,,,,99.69188631,14,79.04,99.69188631,4,-10,0.85,,
7998,98.09393576,98.93408463,98.46123127,1,1,1,0,0,0,1.23E-03,1.19E-03,1.33E-03,0,0,0,1,1,1,98,7,,,,,,,99.69209762,14,72.48,99.69209762,4,-10,0.85,,
8004,98.09398524,98.93410877,98.46125519,1,1,1,0,0,0,9.72E-04,1.15E-03,1.33E-03,0,0,0,1,1,1,98,7,,,,,,,99.69229186,14,68.56,99.69229186,3,-11,0.85,,
8010,98.09403501,98.93413292,98.4612791,1,1,1,0,0,0,1.25E-03,1.20E-03,1.26E-03,0,0,0,1,1,1,98,7,,,,,,,99.69235852,14,59.56,99.69235852,3,-11,0.85,,
8016,98.09408449,98.93415703,98.46130306,1,1,1,0,0,0,1.02E-03,1.15E-03,1.26E-03,0,0,0,1,1,1,98,7,,,,,,,99.69271958,14,48,99.69271958,3,-11,0.85,,
8022,98.09413392,98.93406457,98.46120823,1,1,1,0,0.12,0,1.46E-03,5.79E-04,1.30E-03,0,1,0,1,0,1,98,7,,,,,,,99.69273045,13,31.44,99.69273045,2,-11,0.85,,
8028,98.09395171,98.93410267,98.46123217,1,1,1,0.24,0.48,0,4.89E-03,7.22E-03,1.34E-03,1,1,0,0,0,1,98,7,,,,,,,99.692696,13,15.2,99.692696,1,-12,0.85,,
8034,98.09402367,98.93414232,98.46126065,1,1,1,0.56,0.92,0.12,6.67E-03,7.22E-03,1.01E-03,1,1,1,0,0,0,98,7,,,,,,,99.69264199,13,3.92,99.69264199,1,-12,0.85,,
8040,98.0941186,98.93419773,98.46130508,1,1,1,1.2,1.72,0.48,6.67E-03,1.12E-02,1.28E-03,1,1,1,0,0,0,98,7,,,,,,,99.69258467,13,0.2,99.69258467,1,-12,0.85,,
8046,98.09421916,98.93424996,98.46135351,1,1,1,1.92,2.48,0.92,4.85E-03,4.05E-02,1.20E-03,1,1,1,0,0,0,98,7,,,,,,,99.69257183,13,0,99.69257183,0,-13,0.85,,
8052,98.09433124,98.9342415,98.46133458,1,1,1,2.8,4.24,2.32,3.93E-02,7.30E-02,3.28E-02,1,1,1,0,0,0,98,7,,,,,,,99.69256453,13,0,99.69256453,0,-13,0.85,,
